Date and time;Alarm;Status
13/06/2022 09:36:31;Sensor #26 Low Supercapacitor voltage;OFF
13/06/2022 09:36:31;Sensor #26 module error;OFF
13/06/2022 09:36:31;Sensor #25 Low Supercapacitor voltage;OFF
13/06/2022 09:36:31;Sensor #25 module error;OFF
13/06/2022 09:36:31;Sensor #24 Low Supercapacitor voltage;OFF
13/06/2022 09:36:31;Sensor #24 module error;OFF
13/06/2022 09:36:31;Sensor #23 Low Supercapacitor voltage;OFF
13/06/2022 09:36:31;Sensor #23 module error;OFF
13/06/2022 09:36:31;Sensor #22 Low Supercapacitor voltage;OFF
13/06/2022 09:36:31;Sensor #22 module error;OFF
13/06/2022 09:36:31;Sensor #21 Low Supercapacitor voltage;OFF
13/06/2022 09:36:31;Sensor #21 module error;OFF
13/06/2022 09:36:30;Sensor #20 Low Supercapacitor voltage;OFF
13/06/2022 09:36:30;Sensor #20 module error;OFF
13/06/2022 09:36:30;Sensor #19 Low Supercapacitor voltage;OFF
13/06/2022 09:36:30;Sensor #19 module error;OFF
13/06/2022 09:36:30;Sensor #18 Low Supercapacitor voltage;OFF
13/06/2022 09:36:30;Sensor #18 module error;OFF
13/06/2022 09:36:30;Sensor #17 Low Supercapacitor voltage;OFF
13/06/2022 09:36:30;Sensor #17 module error;OFF
13/06/2022 09:36:30;Sensor #16 Low Supercapacitor voltage;OFF
13/06/2022 09:36:30;Sensor #16 module error;OFF
13/06/2022 09:36:30;Sensor #15 Low Supercapacitor voltage;OFF
13/06/2022 09:36:30;Sensor #15 module error;OFF
13/06/2022 09:36:30;Sensor #14 Low Supercapacitor voltage;OFF
13/06/2022 09:36:30;Sensor #14 module error;OFF
13/06/2022 09:36:29;Sensor #13 Low Supercapacitor voltage;OFF
13/06/2022 09:36:29;Sensor #13 module error;OFF
13/06/2022 09:36:29;Sensor #12 Low Supercapacitor voltage;OFF
13/06/2022 09:36:29;Sensor #12 module error;OFF
13/06/2022 09:36:29;Sensor #11 Low Supercapacitor voltage;OFF
13/06/2022 09:36:29;Sensor #11 module error;OFF
13/06/2022 09:36:29;Sensor #10 Low Supercapacitor voltage;OFF
13/06/2022 09:36:29;Sensor #10 module error;OFF
13/06/2022 09:36:29;Sensor #9 Low Supercapacitor voltage;OFF
13/06/2022 09:36:29;Sensor #9 module error;OFF
13/06/2022 09:36:29;Sensor #8 Low Supercapacitor voltage;OFF
13/06/2022 09:36:29;Sensor #8 module error;OFF
13/06/2022 09:36:29;Sensor #7 Low Supercapacitor voltage;OFF
13/06/2022 09:36:29;Sensor #7 module error;OFF
13/06/2022 09:36:28;Sensor #6 Low Supercapacitor voltage;OFF
13/06/2022 09:36:28;Sensor #6 module error;OFF
13/06/2022 09:36:28;Sensor #5 Low Supercapacitor voltage;OFF
13/06/2022 09:36:28;Sensor #5 module error;OFF
13/06/2022 09:36:28;Sensor #4 Low Supercapacitor voltage;OFF
13/06/2022 09:36:28;Sensor #4 module error;OFF
13/06/2022 09:36:28;Sensor #3 Low Supercapacitor voltage;OFF
13/06/2022 09:36:28;Sensor #3 module error;OFF
13/06/2022 09:36:28;Sensor #2 Low Supercapacitor voltage;OFF
13/06/2022 09:36:28;Sensor #2 module error;OFF
13/06/2022 09:36:28;Sensor #1 Low Supercapacitor voltage;OFF
13/06/2022 09:36:28;Sensor #1 module error;OFF
13/06/2022 09:33:11;Last sensor or Gateway Communication error;OFF
13/06/2022 09:32:16;Sensor #26 module error;ON
13/06/2022 09:32:16;Sensor #26 Low Supercapacitor voltage;ON
13/06/2022 09:32:15;Sensor #25 module error;ON
13/06/2022 09:32:15;Sensor #25 Low Supercapacitor voltage;ON
13/06/2022 09:32:15;Sensor #24 module error;ON
13/06/2022 09:32:15;Sensor #24 Low Supercapacitor voltage;ON
13/06/2022 09:32:15;Sensor #23 module error;ON
13/06/2022 09:32:15;Sensor #23 Low Supercapacitor voltage;ON
13/06/2022 09:32:15;Sensor #22 module error;ON
13/06/2022 09:32:15;Sensor #22 Low Supercapacitor voltage;ON
13/06/2022 09:32:15;Sensor #21 module error;ON
13/06/2022 09:32:15;Sensor #21 Low Supercapacitor voltage;ON
13/06/2022 09:32:14;Sensor #20 module error;ON
13/06/2022 09:32:14;Sensor #20 Low Supercapacitor voltage;ON
13/06/2022 09:32:14;Sensor #19 module error;ON
13/06/2022 09:32:14;Sensor #19 Low Supercapacitor voltage;ON
13/06/2022 09:32:14;Sensor #18 module error;ON
13/06/2022 09:32:14;Sensor #18 Low Supercapacitor voltage;ON
13/06/2022 09:32:14;Sensor #17 module error;ON
13/06/2022 09:32:14;Sensor #17 Low Supercapacitor voltage;ON
13/06/2022 09:32:14;Sensor #16 module error;ON
13/06/2022 09:32:14;Sensor #16 Low Supercapacitor voltage;ON
13/06/2022 09:32:13;Sensor #15 module error;ON
13/06/2022 09:32:13;Sensor #15 Low Supercapacitor voltage;ON
13/06/2022 09:32:13;Sensor #14 module error;ON
13/06/2022 09:32:13;Sensor #14 Low Supercapacitor voltage;ON
13/06/2022 09:32:13;Sensor #13 module error;ON
13/06/2022 09:32:13;Sensor #13 Low Supercapacitor voltage;ON
13/06/2022 09:32:13;Sensor #12 module error;ON
13/06/2022 09:32:13;Sensor #12 Low Supercapacitor voltage;ON
13/06/2022 09:32:13;Sensor #11 module error;ON
13/06/2022 09:32:13;Sensor #11 Low Supercapacitor voltage;ON
13/06/2022 09:32:12;Sensor #10 module error;ON
13/06/2022 09:32:12;Sensor #10 Low Supercapacitor voltage;ON
13/06/2022 09:32:12;Sensor #9 module error;ON
13/06/2022 09:32:12;Sensor #9 Low Supercapacitor voltage;ON
13/06/2022 09:32:12;Sensor #8 module error;ON
13/06/2022 09:32:12;Sensor #8 Low Supercapacitor voltage;ON
13/06/2022 09:32:12;Sensor #7 module error;ON
13/06/2022 09:32:12;Sensor #7 Low Supercapacitor voltage;ON
13/06/2022 09:32:12;Sensor #6 module error;ON
13/06/2022 09:32:12;Sensor #6 Low Supercapacitor voltage;ON
13/06/2022 09:32:11;Sensor #5 module error;ON
13/06/2022 09:32:11;Sensor #5 Low Supercapacitor voltage;ON
13/06/2022 09:32:11;Sensor #4 module error;ON
13/06/2022 09:32:07;Last sensor or Gateway Communication error;ON
13/06/2022 09:32:07;Sensor #4 Low Supercapacitor voltage;ON
13/06/2022 09:32:07;Sensor #3 module error;ON
13/06/2022 09:32:07;Sensor #3 Low Supercapacitor voltage;ON
13/06/2022 09:32:07;Sensor #2 module error;ON
13/06/2022 09:32:07;Sensor #2 Low Supercapacitor voltage;ON
13/06/2022 09:32:06;Sensor #1 module error;ON
13/06/2022 09:32:06;Sensor #1 Low Supercapacitor voltage;ON
13/06/2022 09:28:26;Sensor #51 test button pressed;OFF
13/06/2022 09:28:26;Sensor #50 test button pressed;OFF
13/06/2022 09:28:24;Sensor #31 test button pressed;OFF
13/06/2022 09:28:24;Sensor #30 test button pressed;OFF
13/06/2022 09:27:55;Sensor #51 test button pressed;ON
13/06/2022 09:27:55;Sensor #50 test button pressed;ON
13/06/2022 09:27:53;Sensor #31 test button pressed;ON
13/06/2022 09:27:53;Sensor #30 test button pressed;ON
13/06/2022 09:27:22;Sensor #19 test button pressed;OFF
13/06/2022 09:27:22;Sensor #18 test button pressed;OFF
13/06/2022 09:27:22;Sensor #17 test button pressed;OFF
13/06/2022 09:27:22;Sensor #16 test button pressed;OFF
13/06/2022 09:27:22;Sensor #15 test button pressed;OFF
13/06/2022 09:27:22;Sensor #14 test button pressed;OFF
13/06/2022 09:26:51;Sensor #19 test button pressed;ON
13/06/2022 09:26:51;Sensor #18 test button pressed;ON
13/06/2022 09:26:51;Sensor #17 test button pressed;ON
13/06/2022 09:26:51;Sensor #16 test button pressed;ON
13/06/2022 09:26:51;Sensor #15 test button pressed;ON
13/06/2022 09:26:51;Sensor #14 test button pressed;ON
13/06/2022 09:25:21;Sensor #32 test button pressed;OFF
13/06/2022 09:24:51;Sensor #32 test button pressed;ON
13/06/2022 09:24:20;Sensor #23 test button pressed;OFF
13/06/2022 09:23:49;Sensor #23 test button pressed;ON
13/06/2022 09:23:21;Sensor #49 High Supercapacitor voltage;OFF
13/06/2022 09:23:21;Sensor #48 High Supercapacitor voltage;OFF
13/06/2022 09:23:21;Sensor #47 High Supercapacitor voltage;OFF
13/06/2022 09:23:21;Sensor #46 High Supercapacitor voltage;OFF
13/06/2022 09:22:20;Sensor #49 High Supercapacitor voltage;ON
13/06/2022 09:22:20;Sensor #48 High Supercapacitor voltage;ON
13/06/2022 09:22:20;Sensor #47 High Supercapacitor voltage;ON
13/06/2022 09:22:20;Sensor #46 High Supercapacitor voltage;ON
13/06/2022 09:21:52;Sensor #60 High Supercapacitor voltage;OFF
13/06/2022 09:21:50;Sensor #41 Low Supercapacitor voltage;OFF
13/06/2022 09:21:50;Sensor #40 High Supercapacitor voltage;OFF
13/06/2022 09:21:48;Sensor #21 Low Supercapacitor voltage;OFF
13/06/2022 09:21:48;Sensor #20 High Supercapacitor voltage;OFF
13/06/2022 09:20:51;Sensor #60 High Supercapacitor voltage;ON
13/06/2022 09:20:49;Sensor #41 Low Supercapacitor voltage;ON
13/06/2022 09:20:49;Sensor #40 High Supercapacitor voltage;ON
13/06/2022 09:20:47;Sensor #21 Low Supercapacitor voltage;ON
13/06/2022 09:20:47;Sensor #20 High Supercapacitor voltage;ON
13/06/2022 09:20:15;Sensor #8 Low Supercapacitor voltage;OFF
13/06/2022 09:19:45;Sensor #8 Low Supercapacitor voltage;ON
13/06/2022 09:19:15;Sensor #16 High Supercapacitor voltage;OFF
13/06/2022 09:18:45;Sensor #16 High Supercapacitor voltage;ON
13/06/2022 09:18:17;Sensor #47 High Supercapacitor voltage;OFF
13/06/2022 09:17:46;Sensor #47 Low Supercapacitor voltage;OFF
13/06/2022 09:17:46;Sensor #47 High Supercapacitor voltage;ON
13/06/2022 09:16:45;Sensor #47 Low Supercapacitor voltage;ON
13/06/2022 09:16:45;Sensor #47 High Supercapacitor voltage;OFF
13/06/2022 09:15:45;Sensor #47 High Supercapacitor voltage;ON
13/06/2022 09:15:12;Sensor #21 Low Supercapacitor voltage;OFF
13/06/2022 09:14:42;Sensor #21 Low Supercapacitor voltage;ON
13/06/2022 09:14:15;Sensor #54 Low Supercapacitor voltage;OFF
13/06/2022 09:13:44;Sensor #54 Low Supercapacitor voltage;ON
13/06/2022 09:13:44;Sensor #54 High Supercapacitor voltage;OFF
13/06/2022 09:13:42;Sensor #35 Low Supercapacitor voltage;OFF
13/06/2022 09:12:41;Sensor #35 Low Supercapacitor voltage;ON
13/06/2022 09:12:09;Sensor #21 Low Supercapacitor voltage;OFF
13/06/2022 09:11:43;Sensor #54 High Supercapacitor voltage;ON
13/06/2022 09:10:38;Sensor #21 Low Supercapacitor voltage;ON
13/06/2022 00:02:44;Sensor #57 test button pressed;ON
13/06/2022 00:02:15;Sensor #59 Low Supercapacitor voltage;ON
13/06/2022 00:02:15;Sensor #58 Low Supercapacitor voltage;ON
13/06/2022 00:02:14;Sensor #57 Low Supercapacitor voltage;ON
13/06/2022 00:02:14;Sensor #56 Low Supercapacitor voltage;ON
13/06/2022 00:02:14;Sensor #55 Low Supercapacitor voltage;ON
13/06/2022 00:02:14;Sensor #54 Low Supercapacitor voltage;ON
13/06/2022 00:02:14;Sensor #53 Low Supercapacitor voltage;ON
13/06/2022 00:02:14;Sensor #52 Low Supercapacitor voltage;ON
13/06/2022 00:02:14;Sensor #50 Low Supercapacitor voltage;ON
13/06/2022 00:02:14;Sensor #48 Low Supercapacitor voltage;ON
13/06/2022 00:02:13;Sensor #47 Low Supercapacitor voltage;ON
13/06/2022 00:02:13;Sensor #46 Low Supercapacitor voltage;ON
13/06/2022 00:02:13;Sensor #45 Low Supercapacitor voltage;ON
13/06/2022 00:02:13;Sensor #44 Low Supercapacitor voltage;ON
13/06/2022 00:02:13;Sensor #43 Low Supercapacitor voltage;ON
13/06/2022 00:02:13;Sensor #42 Low Supercapacitor voltage;ON
13/06/2022 00:02:13;Sensor #41 Low Supercapacitor voltage;ON
13/06/2022 00:02:13;Sensor #40 Low Supercapacitor voltage;ON
13/06/2022 00:02:13;Sensor #39 High Supercapacitor voltage;ON
13/06/2022 00:02:13;Sensor #38 Low Supercapacitor voltage;ON
13/06/2022 00:02:12;Sensor #37 Low Supercapacitor voltage;ON
13/06/2022 00:02:12;Sensor #36 Low Supercapacitor voltage;ON
13/06/2022 00:02:12;Sensor #35 Low Supercapacitor voltage;ON
13/06/2022 00:02:12;Sensor #34 Low Supercapacitor voltage;ON
13/06/2022 00:02:12;Sensor #33 Low Supercapacitor voltage;ON
13/06/2022 00:02:12;Sensor #32 Low Supercapacitor voltage;ON
13/06/2022 00:02:12;Sensor #31 Low Supercapacitor voltage;ON
13/06/2022 00:02:12;Sensor #30 Low Supercapacitor voltage;ON
13/06/2022 00:02:12;Sensor #29 Low Supercapacitor voltage;ON
13/06/2022 00:02:12;Sensor #28 Low Supercapacitor voltage;ON
13/06/2022 00:02:11;Sensor #27 Low Supercapacitor voltage;ON
13/06/2022 00:02:11;Sensor #24 Low Supercapacitor voltage;ON
13/06/2022 00:02:11;Sensor #23 Low Supercapacitor voltage;ON
13/06/2022 00:02:11;Sensor #21 Low Supercapacitor voltage;ON
13/06/2022 00:02:11;Sensor #20 Low Supercapacitor voltage;ON
13/06/2022 00:02:11;Sensor #19 Low Supercapacitor voltage;ON
13/06/2022 00:02:10;Sensor #18 Low Supercapacitor voltage;ON
13/06/2022 00:02:10;Sensor #17 Low Supercapacitor voltage;ON
13/06/2022 00:02:10;Sensor #16 Low Supercapacitor voltage;ON
13/06/2022 00:02:10;Sensor #15 Low Supercapacitor voltage;ON
13/06/2022 00:02:10;Sensor #14 Low Supercapacitor voltage;ON
13/06/2022 00:02:10;Sensor #13 Low Supercapacitor voltage;ON
13/06/2022 00:02:10;Sensor #12 Low Supercapacitor voltage;ON
13/06/2022 00:02:10;Sensor #11 Low Supercapacitor voltage;ON
13/06/2022 00:02:09;Sensor #8 Low Supercapacitor voltage;ON
13/06/2022 00:02:09;Sensor #2 High Distance;ON
12/06/2022 23:48:02;Sensor #59 Low Supercapacitor voltage;ON
12/06/2022 23:48:02;Sensor #58 Low Supercapacitor voltage;ON
12/06/2022 23:48:01;Sensor #57 Low Supercapacitor voltage;ON
12/06/2022 23:48:01;Sensor #56 Low Supercapacitor voltage;ON
12/06/2022 23:48:01;Sensor #55 Low Supercapacitor voltage;ON
12/06/2022 23:48:01;Sensor #54 Low Supercapacitor voltage;ON
12/06/2022 23:48:01;Sensor #53 Low Supercapacitor voltage;ON
12/06/2022 23:48:01;Sensor #52 Low Supercapacitor voltage;ON
12/06/2022 23:48:01;Sensor #50 Low Supercapacitor voltage;ON
12/06/2022 23:48:01;Sensor #48 Low Supercapacitor voltage;ON
12/06/2022 23:48:01;Sensor #47 Low Supercapacitor voltage;ON
12/06/2022 23:48:01;Sensor #46 Low Supercapacitor voltage;ON
12/06/2022 23:48:01;Sensor #45 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #44 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #43 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #42 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #41 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #40 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #39 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #38 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #37 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #36 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #35 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #34 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #33 Low Supercapacitor voltage;ON
12/06/2022 23:48:00;Sensor #32 Low Supercapacitor voltage;ON
12/06/2022 23:47:59;Sensor #31 Low Supercapacitor voltage;ON
12/06/2022 23:47:59;Sensor #30 Low Supercapacitor voltage;ON
12/06/2022 23:47:59;Sensor #29 Low Supercapacitor voltage;ON
12/06/2022 23:47:59;Sensor #28 Low Supercapacitor voltage;ON
12/06/2022 23:47:59;Sensor #27 Low Supercapacitor voltage;ON
12/06/2022 23:47:59;Sensor #24 Low Supercapacitor voltage;ON
12/06/2022 23:47:59;Sensor #23 Low Supercapacitor voltage;ON
12/06/2022 23:47:59;Sensor #21 Low Supercapacitor voltage;ON
12/06/2022 23:47:59;Sensor #20 Low Supercapacitor voltage;ON
12/06/2022 23:47:59;Sensor #19 Low Supercapacitor voltage;ON
12/06/2022 23:47:58;Sensor #18 Low Supercapacitor voltage;ON
12/06/2022 23:47:58;Sensor #17 Low Supercapacitor voltage;ON
12/06/2022 23:47:58;Sensor #16 Low Supercapacitor voltage;ON
12/06/2022 23:47:58;Sensor #15 Low Supercapacitor voltage;ON
12/06/2022 23:47:58;Sensor #14 Low Supercapacitor voltage;ON
12/06/2022 23:47:58;Sensor #13 Low Supercapacitor voltage;ON
12/06/2022 23:47:58;Sensor #12 Low Supercapacitor voltage;ON
12/06/2022 23:47:58;Sensor #11 Low Supercapacitor voltage;ON
12/06/2022 23:47:57;Sensor #8 Low Supercapacitor voltage;ON
12/06/2022 23:47:57;Sensor #2 High Distance;ON
12/06/2022 23:43:28;Sensor #59 Low Supercapacitor voltage;ON
12/06/2022 23:43:28;Sensor #58 Low Supercapacitor voltage;ON
12/06/2022 23:43:28;Sensor #57 Low Supercapacitor voltage;ON
12/06/2022 23:43:28;Sensor #56 Low Supercapacitor voltage;ON
12/06/2022 23:43:27;Sensor #55 Low Supercapacitor voltage;ON
12/06/2022 23:43:27;Sensor #54 Low Supercapacitor voltage;ON
12/06/2022 23:43:27;Sensor #53 Low Supercapacitor voltage;ON
12/06/2022 23:43:27;Sensor #52 Low Supercapacitor voltage;ON
12/06/2022 23:43:27;Sensor #50 Low Supercapacitor voltage;ON
12/06/2022 23:43:27;Sensor #48 Low Supercapacitor voltage;ON
12/06/2022 23:43:27;Sensor #47 Low Supercapacitor voltage;ON
12/06/2022 23:43:27;Sensor #46 Low Supercapacitor voltage;ON
12/06/2022 23:43:27;Sensor #45 Low Supercapacitor voltage;ON
12/06/2022 23:43:27;Sensor #44 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #43 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #42 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #41 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #40 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #39 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #38 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #37 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #36 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #35 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #34 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #33 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #32 Low Supercapacitor voltage;ON
12/06/2022 23:43:26;Sensor #31 Low Supercapacitor voltage;ON
12/06/2022 23:43:25;Sensor #30 Low Supercapacitor voltage;ON
12/06/2022 23:43:25;Sensor #29 Low Supercapacitor voltage;ON
12/06/2022 23:43:25;Sensor #28 Low Supercapacitor voltage;ON
12/06/2022 23:43:25;Sensor #27 Low Supercapacitor voltage;ON
12/06/2022 23:43:25;Sensor #24 Low Supercapacitor voltage;ON
12/06/2022 23:43:25;Sensor #23 Low Supercapacitor voltage;ON
12/06/2022 23:43:25;Sensor #21 Low Supercapacitor voltage;ON
12/06/2022 23:43:25;Sensor #20 Low Supercapacitor voltage;ON
12/06/2022 23:43:25;Sensor #19 Low Supercapacitor voltage;ON
12/06/2022 23:43:24;Sensor #18 Low Supercapacitor voltage;ON
12/06/2022 23:43:24;Sensor #17 Low Supercapacitor voltage;ON
12/06/2022 23:43:24;Sensor #16 Low Supercapacitor voltage;ON
12/06/2022 23:43:24;Sensor #15 Low Supercapacitor voltage;ON
12/06/2022 23:43:24;Sensor #14 Low Supercapacitor voltage;ON
12/06/2022 23:43:24;Sensor #13 Low Supercapacitor voltage;ON
12/06/2022 23:43:24;Sensor #12 Low Supercapacitor voltage;ON
12/06/2022 23:43:24;Sensor #11 Low Supercapacitor voltage;ON
12/06/2022 23:43:24;Sensor #8 Low Supercapacitor voltage;ON
12/06/2022 23:43:23;Sensor #2 High Distance;ON
12/06/2022 19:06:09;Last sensor or Gateway Communication error;ON
12/06/2022 19:03:53;Sensor #1 High Supercapacitor voltage;ON
12/06/2022 18:59:37;Sensor #1 High Supercapacitor voltage;OFF
12/06/2022 18:56:40;Sensor #1 High Supercapacitor voltage;ON
12/06/2022 18:51:55;Sensor #1 Low Soil Hum;OFF
12/06/2022 18:51:25;Sensor #1 Low Soil Hum;ON
12/06/2022 18:51:25;Sensor #1 High Soil Hum;OFF
12/06/2022 18:50:54;Sensor #1 High Soil Hum;ON
12/06/2022 18:50:54;Sensor #1 Low Soil Hum;OFF
12/06/2022 18:50:54;Sensor #1 Low Soil Hum;ON
12/06/2022 18:50:54;Sensor #1 High Supercapacitor voltage;ON
12/06/2022 18:43:08;Sensor #1 High Temp;OFF
12/06/2022 18:42:12;Sensor #1 High Temp;ON
12/06/2022 18:42:12;Sensor #1 Low Temp;OFF
12/06/2022 18:40:53;Last sensor or Gateway Communication error;OFF
12/06/2022 18:40:48;Sensor #1 Low Distance;ON
12/06/2022 18:40:22;Last sensor or Gateway Communication error;ON
12/06/2022 18:37:36;Sensor #1 High Supercapacitor voltage;ON
12/06/2022 18:26:58;Sensor #1 IR is TRUE;OFF
12/06/2022 18:25:57;Sensor #1 IR is TRUE;ON
12/06/2022 18:25:26;Sensor #1 IR is TRUE;OFF
12/06/2022 18:25:00;Last sensor or Gateway Communication error;OFF
12/06/2022 18:24:56;Sensor #1 IR is TRUE;ON
12/06/2022 18:24:56;Sensor #1 High Supercapacitor voltage;ON
12/06/2022 18:23:56;Last sensor or Gateway Communication error;ON
12/06/2022 18:19:05;Sensor #1 IR is TRUE;ON
12/06/2022 18:18:35;Sensor #1 IR is TRUE;OFF
12/06/2022 18:18:04;Sensor #1 IR is TRUE;ON
12/06/2022 18:17:03;Sensor #1 IR is TRUE;OFF
12/06/2022 18:17:03;Sensor #1 IR is TRUE;ON
12/06/2022 18:17:03;Sensor #1 High Hum;ON
12/06/2022 18:17:03;Sensor #1 High Temp;ON
12/06/2022 18:12:43;Sensor #1 High Supercapacitor voltage;ON
12/06/2022 18:07:50;Sensor #2 Low Distance;OFF
12/06/2022 18:07:19;Sensor #2 Low Distance;ON
12/06/2022 18:07:19;Sensor #2 High Distance;OFF
12/06/2022 18:05:47;Last sensor or Gateway Communication error;OFF
12/06/2022 18:00:51;Last sensor or Gateway Communication error;ON
12/06/2022 17:57:30;Last sensor or Gateway Communication error;OFF
12/06/2022 17:57:01;Sensor #2 Low Supercapacitor voltage;OFF
12/06/2022 17:56:31;Last sensor or Gateway Communication error;ON
12/06/2022 17:53:51;Sensor #2 High Distance;ON
12/06/2022 17:53:51;Sensor #2 Low Supercapacitor voltage;ON
12/06/2022 17:45:09;Sensor #2 High Distance;ON
12/06/2022 17:43:36;Last sensor or Gateway Communication error;OFF
12/06/2022 17:43:07;Sensor #4 module error;OFF
12/06/2022 17:43:07;Sensor #4 module error;ON
12/06/2022 17:43:07;Sensor #3 module error;OFF
12/06/2022 17:43:07;Sensor #3 module error;ON
12/06/2022 17:43:07;Sensor #2 High Distance;ON
12/06/2022 17:43:07;Sensor #2 Low Distance;OFF
12/06/2022 17:43:07;Sensor #2 Low Distance;ON
12/06/2022 17:43:07;Sensor #2 module error;OFF
12/06/2022 17:43:07;Sensor #2 module error;ON
12/06/2022 17:43:07;Sensor #1 High Supercapacitor voltage;OFF
12/06/2022 17:41:15;Last sensor or Gateway Communication error;ON
12/06/2022 17:35:17;Last sensor or Gateway Communication error;OFF
12/06/2022 17:34:15;Last sensor or Gateway Communication error;ON
12/06/2022 17:29:18;Sensor #1 High Distance;ON
12/06/2022 17:29:18;Sensor #1 High Supercapacitor voltage;ON
12/06/2022 16:41:10;Last sensor or Gateway Communication error;ON
12/06/2022 16:38:30;Sensor #3 test button pressed;ON
12/06/2022 16:38:00;Last sensor or Gateway Communication error;OFF
12/06/2022 16:36:35;Last sensor or Gateway Communication error;ON
12/06/2022 16:06:53;Sensor #3 module error;ON
12/06/2022 16:06:53;Sensor #3 Low Supercapacitor voltage;ON
12/06/2022 16:06:53;Sensor #2 module error;ON
12/06/2022 16:06:53;Sensor #2 Low Supercapacitor voltage;ON
12/06/2022 16:06:53;Sensor #1 module error;ON
12/06/2022 16:06:53;Sensor #1 Low Supercapacitor voltage;ON
12/06/2022 15:05:59;Sensor #4 module error;OFF
12/06/2022 15:05:59;Sensor #4 module error;ON
12/06/2022 15:05:59;Sensor #3 module error;OFF
12/06/2022 15:05:59;Sensor #3 module error;ON
12/06/2022 15:05:59;Sensor #2 module error;OFF
12/06/2022 15:05:59;Sensor #2 module error;ON
12/06/2022 10:24:07;Last sensor or Gateway Communication error;ON
12/06/2022 10:19:50;Sensor #1 High Supercapacitor voltage;ON
12/06/2022 10:19:25;Last sensor or Gateway Communication error;OFF
12/06/2022 10:16:38;Last sensor or Gateway Communication error;ON
12/06/2022 09:58:35;Last sensor or Gateway Communication error;ON
12/06/2022 08:08:45;Last sensor or Gateway Communication error;ON
12/06/2022 05:27:27;Sensor #2 Low Supercapacitor voltage;ON
12/06/2022 05:25:55;Sensor #2 Low Supercapacitor voltage;OFF
12/06/2022 05:25:25;Sensor #2 Low Supercapacitor voltage;ON
12/06/2022 04:50:20;Sensor #3 Low Supercapacitor voltage;ON
12/06/2022 00:05:07;Sensor #5 High Supercapacitor voltage;OFF
11/06/2022 23:49:21;Sensor #5 High Supercapacitor voltage;ON
11/06/2022 16:05:12;Sensor #5 High Supercapacitor voltage;OFF
11/06/2022 16:04:41;Last sensor or Gateway Communication error;OFF
11/06/2022 16:04:11;Sensor #5 High Supercapacitor voltage;ON
11/06/2022 15:51:33;Last sensor or Gateway Communication error;ON
11/06/2022 13:08:45;Sensor #5 Low Supercapacitor voltage;ON
11/06/2022 13:07:48;Sensor #4 module error;ON
11/06/2022 13:07:48;Sensor #3 module error;ON
11/06/2022 12:37:09;Sensor #4 Low Supercapacitor voltage;ON
11/06/2022 12:36:12;Sensor #2 module error;ON
11/06/2022 12:36:12;Sensor #2 Low Supercapacitor voltage;ON
11/06/2022 12:36:11;Sensor #1 module error;ON
11/06/2022 12:36:11;Sensor #1 Low Supercapacitor voltage;ON
11/06/2022 11:53:28;Sensor #3 Low Supercapacitor voltage;ON
11/06/2022 00:34:29;Sensor #5 High Supercapacitor voltage;OFF
11/06/2022 00:33:28;Sensor #5 High Supercapacitor voltage;ON
10/06/2022 23:11:33;Last sensor or Gateway Communication error;OFF
10/06/2022 23:10:33;Sensor #4 module error;OFF
10/06/2022 23:10:33;Sensor #4 module error;ON
10/06/2022 23:10:33;Sensor #3 module error;OFF
10/06/2022 23:10:33;Sensor #3 module error;ON
10/06/2022 23:10:32;Sensor #2 module error;OFF
10/06/2022 23:10:32;Sensor #2 module error;ON
10/06/2022 23:10:32;Sensor #1 module error;OFF
10/06/2022 23:10:32;Sensor #1 module error;ON
10/06/2022 23:09:23;Last sensor or Gateway Communication error;ON
10/06/2022 21:57:09;Sensor #4 module error;ON
10/06/2022 21:52:07;Sensor #5 Low Supercapacitor voltage;ON
10/06/2022 21:52:07;Sensor #4 Low Supercapacitor voltage;ON
